Pseudo-terminal will not be allocated because stdin is not a terminal.
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://evtxz-2001-448a-9090-25b-3914-7c9a-6881-3df0.free.pinggy.net
http://yikdp-2001-448a-9090-25b-3914-7c9a-6881-3df0.run.pinggy-free.link
https://evtxz-2001-448a-9090-25b-3914-7c9a-6881-3df0.free.pinggy.net
https://yikdp-2001-448a-9090-25b-3914-7c9a-6881-3df0.run.pinggy-free.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 460, SB: 0, TC: 1, AC: 1               
RB: 460, SB: 0, TC: 1, AC: 1               
RB: 460, SB: 0, TC: 1, AC: 0               
RB: 460, SB: 0, TC: 2, AC: 1               
RB: 460, SB: 312, TC: 1, AC: 1               
RB: 460, SB: 312, TC: 1, AC: 0               
RB: 460, SB: 312, TC: 1, AC: 4294967295               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 6818, SB: 39029, TC: 8, AC: 6               
RB: 38278, SB: 2629807, TC: 8, AC: 7               
RB: 38278, SB: 2629807, TC: 8, AC: 7               
RB: 38278, SB: 2629807, TC: 8, AC: 7               
RB: 38278, SB: 2629807, TC: 8, AC: 7               
RB: 38278, SB: 2629807, TC: 8, AC: 7               
RB: 38278, SB: 2629807, TC: 8, AC: 7               
RB: 38278, SB: 2629807, TC: 8, AC: 7               
RB: 39097, SB: 2982019, TC: 8, AC: 7               
RB: 39097, SB: 2982019, TC: 8, AC: 7               
RB: 39097, SB: 2982019, TC: 8, AC: 6               
RB: 39097, SB: 2982019, TC: 9, AC: 7               
RB: 39097, SB: 2982019, TC: 9, AC: 7               
RB: 40077, SB: 2982031, TC: 9, AC: 7               
RB: 40077, SB: 2982031, TC: 9, AC: 7               
RB: 40077, SB: 2982031, TC: 9, AC: 6               
RB: 40077, SB: 2982031, TC: 10, AC: 7               
RB: 40077, SB: 2982031, TC: 10, AC: 7               
RB: 41057, SB: 2982043, TC: 10, AC: 8               
RB: 41057, SB: 2982043, TC: 10, AC: 7               
RB: 41057, SB: 2982043, TC: 10, AC: 7               
RB: 41057, SB: 2982043, TC: 10, AC: 6               
RB: 41057, SB: 2982043, TC: 11, AC: 7               
RB: 41057, SB: 2982043, TC: 11, AC: 7               
RB: 42037, SB: 2982055, TC: 11, AC: 8               
RB: 42037, SB: 2982055, TC: 11, AC: 7               
RB: 42037, SB: 2982055, TC: 11, AC: 7               
RB: 42037, SB: 2982055, TC: 11, AC: 6               
RB: 42037, SB: 2982055, TC: 12, AC: 7               
RB: 42037, SB: 2982055, TC: 12, AC: 7               
RB: 43017, SB: 2982067, TC: 12, AC: 8               
RB: 43017, SB: 2982067, TC: 12, AC: 7               
RB: 43017, SB: 2982067, TC: 12, AC: 7               
RB: 43017, SB: 2982067, TC: 12, AC: 6               
RB: 43017, SB: 2982067, TC: 13, AC: 7               
RB: 43017, SB: 2982067, TC: 13, AC: 7               
RB: 43997, SB: 2982079, TC: 13, AC: 8               
RB: 43997, SB: 2982079, TC: 13, AC: 7               
RB: 43997, SB: 2982079, TC: 13, AC: 6               
RB: 43997, SB: 2982079, TC: 13, AC: 0               
RB: 43997, SB: 2982079, TC: 13, AC: 0               
RB: 43997, SB: 2982079, TC: 14, AC: 1               
RB: 43997, SB: 2982079, TC: 14, AC: 0               
RB: 43997, SB: 2982079, TC: 15, AC: 1               
RB: 43997, SB: 2982079, TC: 15, AC: 1               
RB: 44977, SB: 2982091, TC: 14, AC: 1               
RB: 44977, SB: 2982091, TC: 14, AC: 0               
RB: 44977, SB: 2982091, TC: 14, AC: 0               
RB: 44977, SB: 2982091, TC: 14, AC: 4294967295               
RB: 44977, SB: 2982091, TC: 15, AC: 0               
RB: 44977, SB: 2982091, TC: 15, AC: 0               
RB: 45957, SB: 2982103, TC: 15, AC: 1               
RB: 45957, SB: 2982103, TC: 15, AC: 0               
RB: 45957, SB: 2982103, TC: 15, AC: 0               
RB: 45957, SB: 2982103, TC: 15, AC: 4294967295               
RB: 45957, SB: 2982103, TC: 16, AC: 0               
RB: 45957, SB: 2982103, TC: 16, AC: 0               
RB: 46937, SB: 2982115, TC: 16, AC: 1               
RB: 46937, SB: 2982115, TC: 16, AC: 0               
RB: 46937, SB: 2982115, TC: 16, AC: 0               
RB: 46937, SB: 2982115, TC: 17, AC: 1               
RB: 46937, SB: 2982115, TC: 17, AC: 0               
RB: 46937, SB: 2982115, TC: 18, AC: 1               
RB: 46937, SB: 2982115, TC: 18, AC: 1               
RB: 47917, SB: 2982127, TC: 17, AC: 1               
RB: 47917, SB: 2982127, TC: 17, AC: 0               
RB: 47917, SB: 2982127, TC: 17, AC: 0               
RB: 47917, SB: 2982127, TC: 17, AC: 4294967295               
RB: 47917, SB: 2982127, TC: 18, AC: 0               
RB: 47917, SB: 2982127, TC: 18, AC: 0               
RB: 48897, SB: 2982139, TC: 18, AC: 1               
RB: 48897, SB: 2982139, TC: 18, AC: 0               
RB: 48897, SB: 2982139, TC: 18, AC: 4294967295               
RB: 48897, SB: 2982139, TC: 19, AC: 0               
RB: 48897, SB: 2982139, TC: 19, AC: 0               
RB: 48897, SB: 2982139, TC: 19, AC: 4294967295               
RB: 48897, SB: 2982139, TC: 20, AC: 0               
RB: 48897, SB: 2982139, TC: 20, AC: 0               
RB: 48897, SB: 2982139, TC: 20, AC: 4294967295               
RB: 48897, SB: 2982139, TC: 21, AC: 0               
RB: 48897, SB: 2982139, TC: 20, AC: 4294967295               
RB: 48897, SB: 2982139, TC: 21, AC: 4294967295               
RB: 48897, SB: 2982139, TC: 22, AC: 0               
RB: 48897, SB: 2982139, TC: 22, AC: 0               
RB: 48897, SB: 2982139, TC: 22, AC: 4294967295               
RB: 48897, SB: 2982139, TC: 23, AC: 0               
RB: 48897, SB: 2982139, TC: 23, AC: 0               
RB: 48897, SB: 2982139, TC: 23, AC: 0               
RB: 48897, SB: 2982139, TC: 23, AC: 4294967295               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 48897, SB: 2982139, TC: 24, AC: 0               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 6               
RB: 56831, SB: 2989328, TC: 24, AC: 5               
RB: 56831, SB: 2989328, TC: 25, AC: 6               
RB: 90972, SB: 2998143, TC: 25, AC: 7               
RB: 90972, SB: 2998143, TC: 25, AC: 7               
RB: 90972, SB: 2998143, TC: 25, AC: 6               
RB: 90972, SB: 2998143, TC: 26, AC: 7               
RB: 90972, SB: 2998143, TC: 26, AC: 7               
RB: 91952, SB: 2998155, TC: 26, AC: 7               
RB: 91952, SB: 2998155, TC: 26, AC: 7               
RB: 91952, SB: 2998155, TC: 26, AC: 6               
RB: 91952, SB: 2998155, TC: 27, AC: 7               
RB: 91952, SB: 2998155, TC: 27, AC: 7               
RB: 92932, SB: 2998167, TC: 27, AC: 8               
RB: 92932, SB: 2998167, TC: 27, AC: 7               
RB: 92932, SB: 2998167, TC: 27, AC: 6               
RB: 92932, SB: 2998167, TC: 27, AC: 6               
RB: 92932, SB: 2998167, TC: 27, AC: 5               
RB: 92932, SB: 2998167, TC: 28, AC: 6               
RB: 92932, SB: 2998167, TC: 28, AC: 6               
RB: 93912, SB: 2998179, TC: 28, AC: 7               
RB: 93912, SB: 2998179, TC: 28, AC: 1               
RB: 93912, SB: 2998179, TC: 28, AC: 0               
RB: 93912, SB: 2998179, TC: 28, AC: 0               
RB: 93912, SB: 2998179, TC: 28, AC: 4294967295               
RB: 93912, SB: 2998179, TC: 29, AC: 0               
RB: 93912, SB: 2998179, TC: 29, AC: 0               
RB: 94892, SB: 2998191, TC: 29, AC: 1               
RB: 94892, SB: 2998191, TC: 29, AC: 0               
RB: 94892, SB: 2998191, TC: 29, AC: 0               
RB: 95872, SB: 2998191, TC: 30, AC: 1               
RB: 95872, SB: 2998191, TC: 30, AC: 0               
RB: 95872, SB: 2998191, TC: 31, AC: 1               
RB: 95872, SB: 2998191, TC: 31, AC: 1               
RB: 95872, SB: 2998203, TC: 30, AC: 1               
RB: 95872, SB: 2998203, TC: 30, AC: 0               
RB: 95872, SB: 2998203, TC: 30, AC: 0               
RB: 95872, SB: 2998203, TC: 30, AC: 4294967295               
RB: 95872, SB: 2998203, TC: 31, AC: 0               
RB: 95872, SB: 2998203, TC: 31, AC: 0               
RB: 96852, SB: 2998215, TC: 31, AC: 1               
RB: 96852, SB: 2998215, TC: 31, AC: 0               
RB: 96852, SB: 2998215, TC: 31, AC: 0               
RB: 96852, SB: 2998215, TC: 31, AC: 4294967295               
RB: 96852, SB: 2998215, TC: 32, AC: 0               
RB: 96852, SB: 2998215, TC: 32, AC: 0               
RB: 97832, SB: 2998227, TC: 32, AC: 1               
RB: 97832, SB: 2998227, TC: 32, AC: 0               
RB: 97832, SB: 2998227, TC: 32, AC: 0               
RB: 97832, SB: 2998227, TC: 32, AC: 4294967295               
RB: 97832, SB: 2998227, TC: 33, AC: 0               
RB: 97832, SB: 2998227, TC: 33, AC: 0               
RB: 98812, SB: 2998239, TC: 33, AC: 1               
RB: 98812, SB: 2998239, TC: 33, AC: 0               connect_to localhost port 3001: failed.


RB: 98812, SB: 2998239, TC: 33, AC: 0               
RB: 98812, SB: 2998239, TC: 33, AC: 4294967295               
RB: 98812, SB: 2998239, TC: 34, AC: 0               
RB: 98812, SB: 2998239, TC: 34, AC: 0               connect_to localhost port 3001: failed.


RB: 98812, SB: 2998239, TC: 34, AC: 0               
RB: 98812, SB: 2998239, TC: 34, AC: 4294967295               
RB: 98812, SB: 2998239, TC: 35, AC: 0               
RB: 98812, SB: 2998239, TC: 35, AC: 0               Read from remote host a.pinggy.io: Operation timed out

client_loop: send disconnect: Broken pipe

